Year,Conference,Round,Team with home-court (seed),Team with home-court odds,Team w/o home-court (seed),Team w/o home-court odds,Winning Team,Series Score,team
1996,Western,Conf Semis,San Antonio Spurs (2),-220.0,Utah Jazz (3),180.0,Utah Jazz,4-2,SAS
1996,Western,Round 1,San Antonio Spurs (2),-500.0,Phoenix Suns (7),350.0,San Antonio Spurs,3-1,SAS
1995,Western,Conf Finals,San Antonio Spurs (1),-330.0,Houston Rockets (6),250.0,Houston Rockets,4-2,SAS
1995,Western,Conf Semis,San Antonio Spurs (1),-600.0,Los Angeles Lakers (5),400.0,San Antonio Spurs,4-2,SAS
1995,Western,Round 1,San Antonio Spurs (1),-600.0,Denver Nuggets (8),400.0,San Antonio Spurs,3-0,SAS
1994,Western,Round 1,San Antonio Spurs (4),-200.0,Utah Jazz (5),170.0,Utah Jazz,3-1,SAS
1993,Western,Conf Semis,Phoenix Suns (1),-650.0,San Antonio Spurs (5),450.0,Phoenix Suns,4-2,SAS
1993,Western,Round 1,Portland Trail Blazers (4),-250.0,San Antonio Spurs (5),200.0,San Antonio Spurs,3-1,SAS
1992,Western,Round 1,Phoenix Suns (4),-1500.0,San Antonio Spurs (5),1000.0,Phoenix Suns,3-0,SAS
1991,Western,Round 1,San Antonio Spurs (2),-500.0,Golden State Warriors (7),350.0,Golden State Warriors,3-1,SAS
1990,Western,Conf Semis,Portland Trail Blazers (3),-200.0,San Antonio Spurs (2),170.0,Portland Trail Blazers,4-3,SAS
1990,Western,Round 1,San Antonio Spurs (2),-500.0,Denver Nuggets (7),350.0,San Antonio Spurs,3-0,SAS
1988,Western,Round 1,Los Angeles Lakers (1),-3000.0,San Antonio Spurs (8),2000.0,Los Angeles Lakers,3-0,SAS
1986,Western,Round 1,Los Angeles Lakers (1),,San Antonio Spurs (8),,Los Angeles Lakers,3-0,SAS
1985,Western,Round 1,Denver Nuggets (2),,San Antonio Spurs (7),,Denver Nuggets,3-2,SAS
1983,Western,Conf Finals,Los Angeles Lakers (1),,San Antonio Spurs (2),,Los Angeles Lakers,4-2,SAS
1983,Western,Conf Semis,San Antonio Spurs (2),,Denver Nuggets (6),,San Antonio Spurs,4-1,SAS
1982,Western,Conf Finals,Los Angeles Lakers (1),,San Antonio Spurs (2),,Los Angeles Lakers,4-0,SAS
1982,Western,Conf Semis,Seattle SuperSonics (3),,San Antonio Spurs (2),,San Antonio Spurs,4-1,SAS
1981,Western,Conf Semis,San Antonio Spurs (2),-160.0,Houston Rockets (6),140.0,Houston Rockets,4-3,SAS
1980,Eastern,Round 1,Houston Rockets (4),-140.0,San Antonio Spurs (5),120.0,Houston Rockets,2-1,SAS
1979,Eastern,Conf Finals,Washington Bullets (1),-190.0,San Antonio Spurs (2),170.0,Washington Bullets,4-3,SAS
1979,Eastern,Conf Semis,San Antonio Spurs (2),,Philadelphia 76ers (3),,San Antonio Spurs,4-3,SAS
1978,Eastern,Conf Semis,San Antonio Spurs (2),,Washington Bullets (3),,Washington Bullets,4-2,SAS
1977,Eastern,Round 1,Boston Celtics (4),,San Antonio Spurs (5),,Boston Celtics,2-0,SAS
2022,Eastern,Round 1,Philadelphia 76ers (4),-175.0,Toronto Raptors (5),155.0,Philadelphia 76ers,4-2,TOR
2020,Eastern,Conf Semis,Toronto Raptors (2),-135.0,Boston Celtics (3),115.0,Boston Celtics,4-3,TOR
2020,Eastern,Round 1,Toronto Raptors (2),-2200.0,Brooklyn Nets (7),1315.0,Toronto Raptors,4-0,TOR
2019,,NBA Finals,Toronto Raptors (2),230.0,Golden State Warriors (1),-270.0,Toronto Raptors,4-2,TOR
2019,Eastern,Conf Finals,Milwaukee Bucks (1),-270.0,Toronto Raptors (2),230.0,Toronto Raptors,4-2,TOR
2019,Eastern,Conf Semis,Toronto Raptors (2),-290.0,Philadelphia 76ers (3),245.0,Toronto Raptors,4-3,TOR
2019,Eastern,Round 1,Toronto Raptors (2),-1200.0,Orlando Magic (7),775.0,Toronto Raptors,4-1,TOR
2018,Eastern,Conf Semis,Toronto Raptors (1),-190.0,Cleveland Cavaliers (4),165.0,Cleveland Cavaliers,4-0,TOR
2018,Eastern,Round 1,Toronto Raptors (1),-630.0,Washington Wizards (8),465.0,Toronto Raptors,4-2,TOR
2017,Eastern,Conf Semis,Cleveland Cavaliers (2),-475.0,Toronto Raptors (3),380.0,Cleveland Cavaliers,4-0,TOR
2017,Eastern,Round 1,Toronto Raptors (3),-440.0,Milwaukee Bucks (6),350.0,Toronto Raptors,4-2,TOR
2016,Eastern,Conf Finals,Cleveland Cavaliers (1),-1350.0,Toronto Raptors (2),885.0,Cleveland Cavaliers,4-2,TOR
2016,Eastern,Conf Semis,Toronto Raptors (2),-145.0,Miami Heat (3),125.0,Toronto Raptors,4-3,TOR
2016,Eastern,Round 1,Toronto Raptors (2),-400.0,Indiana Pacers (7),325.0,Toronto Raptors,4-3,TOR
2015,Eastern,Round 1,Toronto Raptors (4),-175.0,Washington Wizards (5),155.0,Washington Wizards,4-0,TOR
2014,Eastern,Round 1,Toronto Raptors (3),110.0,Brooklyn Nets (6),-130.0,Brooklyn Nets,4-3,TOR
2008,Eastern,Round 1,Orlando Magic (3),-310.0,Toronto Raptors (6),260.0,Orlando Magic,4-1,TOR
2007,Eastern,Round 1,Toronto Raptors (3),-165.0,New Jersey Nets (6),145.0,New Jersey Nets,4-2,TOR
2002,Eastern,Round 1,Detroit Pistons (2),-450.0,Toronto Raptors (7),325.0,Detroit Pistons,3-2,TOR
2001,Eastern,Conf Semis,Philadelphia 76ers (1),-340.0,Toronto Raptors (5),280.0,Philadelphia 76ers,4-3,TOR
2001,Eastern,Round 1,New York Knicks (4),-170.0,Toronto Raptors (5),150.0,Toronto Raptors,3-2,TOR
2000,Eastern,Round 1,New York Knicks (3),-230.0,Toronto Raptors (6),190.0,New York Knicks,3-0,TOR
2022,Western,Round 1,Dallas Mavericks (4),245.0,Utah Jazz (5),-300.0,Dallas Mavericks,4-2,UTA
2021,Western,Conf Semis,Utah Jazz (1),-130.0,Los Angeles Clippers (4),110.0,Los Angeles Clippers,4-2,UTA
2021,Western,Round 1,Utah Jazz (1),-1400.0,Memphis Grizzlies (8),800.0,Utah Jazz,4-1,UTA
2020,Western,Round 1,Denver Nuggets (3),-285.0,Utah Jazz (6),243.0,Denver Nuggets,4-3,UTA
2019,Western,Round 1,Houston Rockets (4),-310.0,Utah Jazz (5),255.0,Houston Rockets,4-1,UTA
2018,Western,Conf Semis,Houston Rockets (1),-1500.0,Utah Jazz (5),1000.0,Houston Rockets,4-1,UTA
2018,Western,Round 1,Oklahoma City Thunder (4),-140.0,Utah Jazz (5),120.0,Utah Jazz,4-2,UTA
2017,Western,Conf Semis,Golden State Warriors (1),-3200.0,Utah Jazz (5),1600.0,Golden State Warriors,4-0,UTA
2017,Western,Round 1,Los Angeles Clippers (4),-245.0,Utah Jazz (5),205.0,Utah Jazz,4-3,UTA
2012,Western,Round 1,San Antonio Spurs (1),-2500.0,Utah Jazz (8),1450.0,San Antonio Spurs,4-0,UTA
2010,Western,Conf Semis,Los Angeles Lakers (1),-420.0,Utah Jazz (5),310.0,Los Angeles Lakers,4-0,UTA
2010,Western,Round 1,Denver Nuggets (4),-175.0,Utah Jazz (5),150.0,Utah Jazz,4-2,UTA
2009,Western,Round 1,Los Angeles Lakers (1),-2000.0,Utah Jazz (8),1200.0,Los Angeles Lakers,4-1,UTA
2008,Western,Conf Semis,Los Angeles Lakers (1),-350.0,Utah Jazz (4),290.0,Los Angeles Lakers,4-2,UTA
2008,Western,Round 1,Houston Rockets (5),185.0,Utah Jazz (4),-215.0,Utah Jazz,4-2,UTA
2007,Western,Conf Finals,San Antonio Spurs (3),-440.0,Utah Jazz (4),350.0,San Antonio Spurs,4-1,UTA
2007,Western,Conf Semis,Utah Jazz (4),-135.0,Golden State Warriors (8),115.0,Utah Jazz,4-1,UTA
2007,Western,Round 1,Houston Rockets (5),-240.0,Utah Jazz (4),200.0,Utah Jazz,4-3,UTA
2003,Western,Round 1,Sacramento Kings (2),-1400.0,Utah Jazz (7),1000.0,Sacramento Kings,4-1,UTA
2002,Western,Round 1,Sacramento Kings (1),-2000.0,Utah Jazz (8),1400.0,Sacramento Kings,3-1,UTA
2001,Western,Round 1,Utah Jazz (4),-180.0,Dallas Mavericks (5),160.0,Dallas Mavericks,3-2,UTA
2000,Western,Conf Semis,Portland Trail Blazers (3),-240.0,Utah Jazz (2),190.0,Portland Trail Blazers,4-1,UTA
2000,Western,Round 1,Utah Jazz (2),-650.0,Seattle SuperSonics (7),450.0,Utah Jazz,3-2,UTA
1999,Western,Conf Semis,Utah Jazz (3),-125.0,Portland Trail Blazers (2),105.0,Portland Trail Blazers,4-2,UTA
1999,Western,Round 1,Utah Jazz (3),-1000.0,Sacramento Kings (6),700.0,Utah Jazz,3-2,UTA
1998,,NBA Finals,Utah Jazz (1),105.0,Chicago Bulls (1),-125.0,Chicago Bulls,4-2,UTA
1998,Western,Conf Finals,Utah Jazz (1),110.0,Los Angeles Lakers (3),-130.0,Utah Jazz,4-0,UTA
1998,Western,Conf Semis,Utah Jazz (1),-270.0,San Antonio Spurs (5),210.0,Utah Jazz,4-1,UTA
1998,Western,Round 1,Utah Jazz (1),-850.0,Houston Rockets (8),525.0,Utah Jazz,3-2,UTA
1997,,NBA Finals,Chicago Bulls (1),-600.0,Utah Jazz (1),400.0,Chicago Bulls,4-2,UTA
1997,Western,Conf Finals,Utah Jazz (1),-220.0,Houston Rockets (3),180.0,Utah Jazz,4-2,UTA
1997,Western,Conf Semis,Utah Jazz (1),-270.0,Los Angeles Lakers (4),210.0,Utah Jazz,4-1,UTA
1997,Western,Round 1,Utah Jazz (1),-3300.0,Los Angeles Clippers (8),2200.0,Utah Jazz,3-0,UTA
1996,Western,Conf Finals,Seattle SuperSonics (1),-270.0,Utah Jazz (3),210.0,Seattle SuperSonics,4-3,UTA
1996,Western,Conf Semis,San Antonio Spurs (2),-220.0,Utah Jazz (3),180.0,Utah Jazz,4-2,UTA
1996,Western,Round 1,Utah Jazz (3),-400.0,Portland Trail Blazers (6),300.0,Utah Jazz,3-2,UTA
1995,Western,Round 1,Utah Jazz (3),-270.0,Houston Rockets (6),210.0,Houston Rockets,3-2,UTA
1994,Western,Conf Finals,Houston Rockets (2),-270.0,Utah Jazz (5),210.0,Houston Rockets,4-1,UTA
1994,Western,Conf Semis,Utah Jazz (5),-650.0,Denver Nuggets (8),450.0,Utah Jazz,4-3,UTA
1994,Western,Round 1,San Antonio Spurs (4),-200.0,Utah Jazz (5),170.0,Utah Jazz,3-1,UTA
1993,Western,Round 1,Seattle SuperSonics (3),-350.0,Utah Jazz (6),275.0,Seattle SuperSonics,3-2,UTA
1992,Western,Conf Finals,Portland Trail Blazers (1),-360.0,Utah Jazz (2),280.0,Portland Trail Blazers,4-2,UTA
1992,Western,Conf Semis,Utah Jazz (2),-200.0,Seattle SuperSonics (6),160.0,Utah Jazz,4-1,UTA
1992,Western,Round 1,Utah Jazz (2),-450.0,Los Angeles Clippers (7),325.0,Utah Jazz,3-2,UTA
1991,Western,Conf Semis,Portland Trail Blazers (1),-650.0,Utah Jazz (5),450.0,Portland Trail Blazers,4-1,UTA
1991,Western,Round 1,Phoenix Suns (4),-360.0,Utah Jazz (5),280.0,Utah Jazz,3-1,UTA
1990,Western,Round 1,Utah Jazz (4),-160.0,Phoenix Suns (5),140.0,Phoenix Suns,3-2,UTA
1989,Western,Round 1,Utah Jazz (2),-1000.0,Golden State Warriors (7),700.0,Golden State Warriors,3-0,UTA
1988,Western,Conf Semis,Los Angeles Lakers (1),,Utah Jazz (5),,Los Angeles Lakers,4-3,UTA
1988,Western,Round 1,Portland Trail Blazers (4),-250.0,Utah Jazz (5),200.0,Utah Jazz,3-1,UTA
1987,Western,Round 1,Utah Jazz (4),,Golden State Warriors (5),,Golden State Warriors,3-2,UTA
1986,Western,Round 1,Dallas Mavericks (4),,Utah Jazz (5),,Dallas Mavericks,3-1,UTA
1985,Western,Conf Semis,Denver Nuggets (2),,Utah Jazz (6),,Denver Nuggets,4-1,UTA
1985,Western,Round 1,Houston Rockets (3),,Utah Jazz (6),,Utah Jazz,3-2,UTA
1984,Western,Conf Semis,Utah Jazz (2),,Phoenix Suns (6),,Phoenix Suns,4-2,UTA
1984,Western,Round 1,Utah Jazz (2),,Denver Nuggets (7),,Utah Jazz,3-2,UTA
2021,Eastern,Round 1,Philadelphia 76ers (1),-1000.0,Washington Wizards (8),650.0,Philadelphia 76ers,4-1,WAS
2018,Eastern,Round 1,Toronto Raptors (1),-630.0,Washington Wizards (8),465.0,Toronto Raptors,4-2,WAS
2017,Eastern,Conf Semis,Boston Celtics (1),-185.0,Washington Wizards (4),160.0,Boston Celtics,4-3,WAS
2017,Eastern,Round 1,Washington Wizards (4),-220.0,Atlanta Hawks (5),180.0,Washington Wizards,4-2,WAS
2015,Eastern,Conf Semis,Atlanta Hawks (1),-245.0,Washington Wizards (5),205.0,Atlanta Hawks,4-2,WAS
2015,Eastern,Round 1,Toronto Raptors (4),-175.0,Washington Wizards (5),155.0,Washington Wizards,4-0,WAS
2014,Eastern,Conf Semis,Indiana Pacers (1),-165.0,Washington Wizards (5),145.0,Indiana Pacers,4-2,WAS
2014,Eastern,Round 1,Chicago Bulls (4),-180.0,Washington Wizards (5),160.0,Washington Wizards,4-1,WAS
2008,Eastern,Round 1,Cleveland Cavaliers (4),-115.0,Washington Wizards (5),-105.0,Cleveland Cavaliers,4-2,WAS
2007,Eastern,Round 1,Cleveland Cavaliers (2),-2400.0,Washington Wizards (7),1600.0,Cleveland Cavaliers,4-0,WAS
2006,Eastern,Round 1,Cleveland Cavaliers (4),-180.0,Washington Wizards (5),160.0,Cleveland Cavaliers,4-2,WAS
2005,Eastern,Conf Semis,Miami Heat (1),-1800.0,Washington Wizards (5),1200.0,Miami Heat,4-0,WAS
2005,Eastern,Round 1,Chicago Bulls (4),-145.0,Washington Wizards (5),125.0,Washington Wizards,4-2,WAS
1997,Eastern,Round 1,Chicago Bulls (1),-2500.0,Washington Bullets (8),1800.0,Chicago Bulls,3-0,WAS
1988,Eastern,Round 1,Detroit Pistons (2),-800.0,Washington Bullets (7),550.0,Detroit Pistons,3-2,WAS
1987,Eastern,Round 1,Detroit Pistons (3),,Washington Bullets (6),,Detroit Pistons,3-0,WAS
1986,Eastern,Round 1,Philadelphia 76ers (3),,Washington Bullets (6),,Philadelphia 76ers,3-2,WAS
1985,Eastern,Round 1,Philadelphia 76ers (3),,Washington Bullets (6),,Philadelphia 76ers,3-1,WAS
1984,Eastern,Round 1,Boston Celtics (1),,Washington Bullets (8),,Boston Celtics,3-1,WAS
1982,Eastern,Conf Semis,Boston Celtics (1),,Washington Bullets (5),,Boston Celtics,4-1,WAS
1982,Eastern,Round 1,New Jersey Nets (4),,Washington Bullets (5),,Washington Bullets,2-0,WAS
1980,Eastern,Round 1,Philadelphia 76ers (3),-600.0,Washington Bullets (6),400.0,Philadelphia 76ers,2-0,WAS
1979,,NBA Finals,Washington Bullets (1),-150.0,Seattle SuperSonics (1),130.0,Seattle SuperSonics,4-1,WAS
1979,Eastern,Conf Finals,Washington Bullets (1),-190.0,San Antonio Spurs (2),170.0,Washington Bullets,4-3,WAS
1979,Eastern,Conf Semis,Washington Bullets (1),,Atlanta Hawks (5),,Washington Bullets,4-3,WAS
1978,,NBA Finals,Seattle SuperSonics (4),-140.0,Washington Bullets (3),120.0,Washington Bullets,4-3,WAS
1978,Eastern,Conf Finals,Philadelphia 76ers (1),,Washington Bullets (3),,Washington Bullets,4-2,WAS
1978,Eastern,Conf Semis,San Antonio Spurs (2),,Washington Bullets (3),,Washington Bullets,4-2,WAS
1978,Eastern,Round 1,Washington Bullets (3),,Atlanta Hawks (6),,Washington Bullets,2-0,WAS
1977,Eastern,Conf Semis,Houston Rockets (2),,Washington Bullets (3),,Houston Rockets,4-2,WAS
1977,Eastern,Round 1,Washington Bullets (3),,Cleveland Cavaliers (6),,Washington Bullets,2-1,WAS
1976,Eastern,Conf Semis,Cleveland Cavaliers (2),,Washington Bullets (3),,Cleveland Cavaliers,4-3,WAS
1975,,NBA Finals,Washington Bullets (2),-200.0,Golden State Warriors (1),170.0,Golden State Warriors,4-0,WAS
1975,Eastern,Conf Finals,Boston Celtics (1),-180.0,Washington Bullets (2),160.0,Washington Bullets,4-2,WAS
1975,Eastern,Conf Semis,Washington Bullets (2),,Buffalo Braves (3),,Washington Bullets,4-3,WAS
1974,Eastern,Conf Semis,New York Knicks (3),,Capital Bullets (2),,New York Knicks,4-3,WAS
1973,Eastern,Conf Semis,New York Knicks (3),,Baltimore Bullets (2),,New York Knicks,4-1,WAS
1972,Eastern,Conf Semis,Baltimore Bullets (2),,New York Knicks (3),,New York Knicks,4-2,WAS
1971,,NBA Finals,Milwaukee Bucks (1),,Baltimore Bullets (2),,Milwaukee Bucks,4-0,WAS
1971,Eastern,Conf Finals,New York Knicks (1),,Baltimore Bullets (2),,Baltimore Bullets,4-3,WAS
1971,Eastern,Conf Semis,Baltimore Bullets (2),,Philadelphia 76ers (3),,Baltimore Bullets,4-3,WAS
1970,Eastern,Conf Semis,New York Knicks (1),,Baltimore Bullets (3),,New York Knicks,4-3,WAS
1969,Eastern,Conf Semis,Baltimore Bullets (1),,New York Knicks (3),,New York Knicks,4-0,WAS
